,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04227795371782293,0.11943978940203838,0.9979005991073319
chunk_number_in_heap,0.04227795371782293,1.0,0.0015909009211237481,0.04241354826085911
chunk_ptrs,0.11943978940203838,0.0015909009211237481,1.0,0.05488946030418494
chunk_vns,0.9979005991073319,0.04241354826085911,0.05488946030418494,1.0
